test_id,port,expected,detected,confidence,match,scenario_type,scenario_subtype,difficulty,latency_ms,reasoning,banner_hex,signals
PARTIAL_00325_mut_005,12598,unknown,unknown,19.0,True,partial_banner,extreme_truncation_byte_insertion,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,5350ce64945348,{'unknown': 1}
FILTER_03013,16496,filtered,filtered,5,True,filtered_closed,delayed_close,hard,0.0,Port filtered (simulated - no probe data),,{}
NONSTD_03883,40991,postgresql,unknown,19.0,False,nonstandard_port,postgresql_on_random,hard,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,5200000008,{'unknown': 1}
PARTIAL_00196_mut_017,37,smtp,ftp,49.0,False,partial_banner,mid_header_eof_binary_noise,evil,0.05,normal decision,323230206dc86961696c2e6578616d706c652e636f6d20,{'ftp': 35}
PARTIAL_00254_mut_015,18616,unknown,unknown,19.0,True,partial_banner,extreme_truncation_header_reorder,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,32,{'unknown': 1}
PARTIAL_00264_mut_005,8730,unknown,unknown,25.0,True,partial_banner,extreme_truncation_header_reorder,evil,0.03,Low behavioral consistency (50): likely honeypot or protocol mismatch,485454502f312e31,{'http': 65}
PARTIAL_00325_mut_006,12518,unknown,unknown,25.0,True,partial_banner,extreme_truncation_header_reorder,evil,0.03,Low behavioral consistency (50): likely honeypot or protocol mismatch,535348,{'ssh': 40}
FILTER_03014,13296,filtered,filtered,5,True,filtered_closed,delayed_close,hard,0.0,Port filtered (simulated - no probe data),,{}
NONSTD_03884,64407,postgresql,unknown,19.0,False,nonstandard_port,postgresql_on_random,hard,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,5200000008,{'unknown': 1}
PARTIAL_00197_mut_000,452,smtp,unknown,21.0,False,partial_banner,mid_header_eof_byte_insertion,evil,0.04,untrusted decision,3207f2625a2951fb3d4ed6a56877323020,{'unknown': 1}
PARTIAL_00255_mut_000,6212,unknown,unknown,19.0,True,partial_banner,extreme_truncation_timing,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,5200,{'unknown': 1}
PARTIAL_00264_mut_006,8725,unknown,http,36.0,False,partial_banner,extreme_truncation_byte_insertion,evil,0.11,untrusted decision,485454502f316ce32a2e31,{'http': 35}
PARTIAL_00325_mut_007,12520,unknown,unknown,19.0,True,partial_banner,extreme_truncation_binary_noise,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,53545348,{'unknown': 1}
FILTER_03015,20669,filtered,filtered,5,True,filtered_closed,delayed_close,hard,0.0,Port filtered (simulated - no probe data),,{}
NONSTD_03885,8113,postgresql,unknown,19.0,False,nonstandard_port,postgresql_on_random,hard,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,5200000008,{'unknown': 1}
PARTIAL_00197_mut_001,407,smtp,unknown,21.0,False,partial_banner,mid_header_eof_byte_insertion,evil,0.04,untrusted decision,d89d8657cf95500f69782c79a79a0932323020,{'unknown': 1}
PARTIAL_00255_mut_001,6104,unknown,unknown,19.0,True,partial_banner,extreme_truncation_binary_noise,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,52b100,{'unknown': 1}
PARTIAL_00264_mut_007,8709,unknown,unknown,21.0,True,partial_banner,extreme_truncation_double_mutation,evil,0.03,untrusted decision,484445502f312e01ef79d2,{'unknown': 1}
PARTIAL_00325_mut_008,12544,unknown,unknown,19.0,True,partial_banner,extreme_truncation_double_mutation,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,41d208bf1ca1,{'unknown': 1}
FILTER_03016,58687,filtered,filtered,5,True,filtered_closed,delayed_close,hard,0.0,Port filtered (simulated - no probe data),,{}
NONSTD_03886,46570,postgresql,unknown,19.0,False,nonstandard_port,postgresql_on_random,hard,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,5200000008,{'unknown': 1}
PARTIAL_00197_mut_002,438,smtp,unknown,25.0,False,partial_banner,mid_header_eof_case_mutation,evil,0.03,Low behavioral consistency (50): likely honeypot or protocol mismatch,32323020,{'ftp': 35}
PARTIAL_00255_mut_002,6073,unknown,unknown,19.0,True,partial_banner,extreme_truncation_case_mutation,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,5200,{'unknown': 1}
PARTIAL_00264_mut_008,8727,unknown,unknown,25.0,True,partial_banner,extreme_truncation_timing,evil,0.04,Low behavioral consistency (50): likely honeypot or protocol mismatch,485454502f312e31,{'http': 65}
PARTIAL_00325_mut_009,12602,unknown,unknown,25.0,True,partial_banner,extreme_truncation_binary_noise,evil,0.03,Low behavioral consistency (50): likely honeypot or protocol mismatch,535348fd,{'ssh': 40}
FILTER_03017,34662,filtered,filtered,5,True,filtered_closed,delayed_close,hard,0.0,Port filtered (simulated - no probe data),,{}
NONSTD_03887,36922,postgresql,unknown,19.0,False,nonstandard_port,postgresql_on_random,hard,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,5200000008,{'unknown': 1}
PARTIAL_00197_mut_003,422,smtp,unknown,19.0,False,partial_banner,mid_header_eof_double_mutation,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,723184538bb0a0,{'unknown': 1}
PARTIAL_00255_mut_003,6102,unknown,unknown,19.0,True,partial_banner,extreme_truncation_header_reorder,evil,0.01,Low behavioral consistency (50): likely honeypot or protocol mismatch,5200,{'unknown': 1}
PARTIAL_00264_mut_009,8713,unknown,unknown,21.0,True,partial_banner,extreme_truncation_double_mutation,evil,0.03,untrusted decision,48585450af31ae57849839,{'unknown': 1}
PARTIAL_00325_mut_010,12567,unknown,unknown,19.0,True,partial_banner,extreme_truncation_double_mutation,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,c75b69b37e58,{'unknown': 1}
FILTER_03018,50422,filtered,filtered,5,True,filtered_closed,delayed_close,hard,0.0,Port filtered (simulated - no probe data),,{}
NONSTD_03888,37713,postgresql,unknown,19.0,False,nonstandard_port,postgresql_on_random,hard,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,5200000008,{'unknown': 1}
PARTIAL_00197_mut_004,488,smtp,unknown,19.0,False,partial_banner,mid_header_eof_truncation_extreme,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,32,{'unknown': 1}
PARTIAL_00255_mut_004,6160,unknown,unknown,19.0,True,partial_banner,extreme_truncation_double_mutation,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,aa69ca5210,{'unknown': 1}
PARTIAL_00264_mut_010,8748,unknown,unknown,25.0,True,partial_banner,extreme_truncation_case_mutation,evil,0.03,Low behavioral consistency (50): likely honeypot or protocol mismatch,685454502f312e31,{'http': 65}
PARTIAL_00325_mut_011,12578,unknown,unknown,19.0,True,partial_banner,extreme_truncation_byte_insertion,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,5353fdb41048,{'unknown': 1}
FILTER_03019,42726,filtered,filtered,5,True,filtered_closed,delayed_close,hard,0.0,Port filtered (simulated - no probe data),,{}
NONSTD_03889,31471,postgresql,unknown,19.0,False,nonstandard_port,postgresql_on_random,hard,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,5200000008,{'unknown': 1}
PARTIAL_00197_mut_005,477,smtp,unknown,25.0,False,partial_banner,mid_header_eof_case_mutation,evil,0.03,Low behavioral consistency (50): likely honeypot or protocol mismatch,32323020,{'ftp': 35}
PARTIAL_00255_mut_005,6079,unknown,unknown,19.0,True,partial_banner,extreme_truncation_case_mutation,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,5200,{'unknown': 1}
PARTIAL_00265_mut_000,62289,unknown,unknown,19.0,True,partial_banner,extreme_truncation_truncation_extreme,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,32,{'unknown': 1}
FILTER_03020,30393,filtered,filtered,5,True,filtered_closed,delayed_close,hard,0.0,Port filtered (simulated - no probe data),,{}
NONSTD_03890,1865,postgresql,unknown,19.0,False,nonstandard_port,postgresql_on_random,hard,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,5200000008,{'unknown': 1}
PARTIAL_00197_mut_006,482,smtp,unknown,19.0,False,partial_banner,mid_header_eof_truncation,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,3232,{'unknown': 1}
PARTIAL_00255_mut_006,6091,unknown,unknown,21.0,True,partial_banner,extreme_truncation_byte_insertion,evil,0.04,untrusted decision,52004eb2d1e34eba15572bb6a46f7d0afee8aea3472d,{'unknown': 1}
PARTIAL_00265_mut_001,62283,unknown,unknown,25.0,True,partial_banner,extreme_truncation_timing,evil,0.03,Low behavioral consistency (50): likely honeypot or protocol mismatch,323230,{'ftp': 35}
PARTIAL_00325_mut_013,12569,unknown,unknown,19.0,True,partial_banner,extreme_truncation_byte_flip,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,5b1752,{'unknown': 1}
FILTER_03021,53838,filtered,filtered,5,True,filtered_closed,delayed_close,hard,0.0,Port filtered (simulated - no probe data),,{}
NONSTD_03891,36564,postgresql,unknown,19.0,False,nonstandard_port,postgresql_on_random,hard,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,5200000008,{'unknown': 1}
PARTIAL_00197_mut_007,485,smtp,unknown,25.0,False,partial_banner,mid_header_eof_byte_deletion,evil,0.03,Low behavioral consistency (50): likely honeypot or protocol mismatch,323230,{'ftp': 35}
PARTIAL_00255_mut_007,6127,unknown,unknown,19.0,True,partial_banner,extreme_truncation_timing,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,5200,{'unknown': 1}
PARTIAL_00265_mut_002,62272,unknown,unknown,21.0,True,partial_banner,extreme_truncation_byte_insertion,evil,0.03,untrusted decision,3232309d72165018738a09974096,{'unknown': 1}
PARTIAL_00325_mut_014,12505,unknown,unknown,19.0,True,partial_banner,extreme_truncation_truncation_extreme,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,53,{'unknown': 1}
FILTER_03022,19664,filtered,filtered,5,True,filtered_closed,delayed_close,hard,0.0,Port filtered (simulated - no probe data),,{}
NONSTD_03892,31702,postgresql,unknown,19.0,False,nonstandard_port,postgresql_on_random,hard,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,5200000008,{'unknown': 1}
PARTIAL_00197_mut_008,453,smtp,unknown,19.0,False,partial_banner,mid_header_eof_truncation_extreme,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,32,{'unknown': 1}
PARTIAL_00255_mut_008,6148,unknown,unknown,19.0,True,partial_banner,extreme_truncation_case_mutation,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,7200,{'unknown': 1}
PARTIAL_00265_mut_003,62273,unknown,unknown,19.0,True,partial_banner,extreme_truncation_double_mutation,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,303320b5f774,{'unknown': 1}
PARTIAL_00325_mut_015,12647,unknown,unknown,25.0,True,partial_banner,extreme_truncation_timing,evil,0.04,Low behavioral consistency (50): likely honeypot or protocol mismatch,535348,{'ssh': 40}
FILTER_03023,43240,filtered,filtered,5,True,filtered_closed,delayed_close,hard,0.0,Port filtered (simulated - no probe data),,{}
NONSTD_03893,34121,postgresql,unknown,19.0,False,nonstandard_port,postgresql_on_random,hard,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,5200000008,{'unknown': 1}
PARTIAL_00197_mut_009,393,smtp,unknown,19.0,False,partial_banner,mid_header_eof_truncation_extreme,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,32,{'unknown': 1}
PARTIAL_00255_mut_009,6121,unknown,unknown,19.0,True,partial_banner,extreme_truncation_header_reorder,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,5200,{'unknown': 1}
PARTIAL_00265_mut_004,62235,unknown,unknown,25.0,True,partial_banner,extreme_truncation_timing,evil,0.04,Low behavioral consistency (50): likely honeypot or protocol mismatch,323230,{'ftp': 35}
PARTIAL_00325_mut_016,12537,unknown,unknown,25.0,True,partial_banner,extreme_truncation_case_mutation,evil,0.03,Low behavioral consistency (50): likely honeypot or protocol mismatch,735348,{'ssh': 40}
FILTER_03024,50496,filtered,filtered,5,True,filtered_closed,delayed_close,hard,0.0,Port filtered (simulated - no probe data),,{}
NONSTD_03894,61669,postgresql,unknown,19.0,False,nonstandard_port,postgresql_on_random,hard,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,5200000008,{'unknown': 1}
PARTIAL_00197_mut_010,439,smtp,unknown,25.0,False,partial_banner,mid_header_eof_timing,evil,0.03,Low behavioral consistency (50): likely honeypot or protocol mismatch,32323020,{'ftp': 35}
PARTIAL_00255_mut_010,6166,unknown,unknown,19.0,True,partial_banner,extreme_truncation_binary_noise,evil,0.03,Low behavioral consistency (50): likely honeypot or protocol mismatch,528800,{'unknown': 1}
PARTIAL_00325_mut_017,12505,unknown,unknown,25.0,True,partial_banner,extreme_truncation_case_mutation,evil,0.03,Low behavioral consistency (50): likely honeypot or protocol mismatch,537348,{'ssh': 40}
FILTER_03025,11508,filtered,filtered,5,True,filtered_closed,delayed_close,hard,0.0,Port filtered (simulated - no probe data),,{}
NONSTD_03895,1279,postgresql,unknown,19.0,False,nonstandard_port,postgresql_on_random,hard,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,5200000008,{'unknown': 1}
PARTIAL_00197_mut_011,477,smtp,unknown,25.0,False,partial_banner,mid_header_eof_case_mutation,evil,0.03,Low behavioral consistency (50): likely honeypot or protocol mismatch,32323020,{'ftp': 35}
PARTIAL_00255_mut_011,6135,unknown,unknown,19.0,True,partial_banner,extreme_truncation_timing,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,5200,{'unknown': 1}
PARTIAL_00265_mut_006,62245,unknown,unknown,19.0,True,partial_banner,extreme_truncation_byte_deletion,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,32,{'unknown': 1}
PARTIAL_00325_mut_018,12563,unknown,unknown,25.0,True,partial_banner,extreme_truncation_case_mutation,evil,0.03,Low behavioral consistency (50): likely honeypot or protocol mismatch,735348,{'ssh': 40}
FILTER_03026,35581,filtered,filtered,5,True,filtered_closed,delayed_close,hard,0.0,Port filtered (simulated - no probe data),,{}
NONSTD_03896,62910,postgresql,unknown,19.0,False,nonstandard_port,postgresql_on_random,hard,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,5200000008,{'unknown': 1}
PARTIAL_00198_mut_000,3721,unknown,unknown,19.0,True,partial_banner,extreme_truncation_truncation,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,32,{'unknown': 1}
PARTIAL_00255_mut_012,6073,unknown,unknown,19.0,True,partial_banner,extreme_truncation_truncation_extreme,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,52,{'unknown': 1}
PARTIAL_00265_mut_007,62271,unknown,unknown,19.0,True,partial_banner,extreme_truncation_double_mutation,evil,0.03,Low behavioral consistency (50): likely honeypot or protocol mismatch,33aa4b713228,{'unknown': 1}
PARTIAL_00326_mut_000,47437,unknown,unknown,25.0,True,partial_banner,extreme_truncation_case_mutation,evil,0.03,Low behavioral consistency (50): likely honeypot or protocol mismatch,485454702f,{'http': 35}
FILTER_03027,36036,filtered,filtered,5,True,filtered_closed,delayed_close,hard,0.0,Port filtered (simulated - no probe data),,{}
NONSTD_03897,15298,postgresql,unknown,19.0,False,nonstandard_port,postgresql_on_random,hard,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,5200000008,{'unknown': 1}
PARTIAL_00198_mut_001,3774,unknown,unknown,19.0,True,partial_banner,extreme_truncation_truncation_extreme,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,32,{'unknown': 1}
PARTIAL_00255_mut_013,6171,unknown,unknown,19.0,True,partial_banner,extreme_truncation_binary_noise,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,52002a,{'unknown': 1}
PARTIAL_00265_mut_008,62302,unknown,unknown,19.0,True,partial_banner,extreme_truncation_truncation,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,32,{'unknown': 1}
PARTIAL_00326_mut_001,47475,unknown,unknown,21.0,True,partial_banner,extreme_truncation_byte_insertion,evil,0.04,untrusted decision,d43a6d4f7dbde5a46b9d27332da6ff1360485454502f,{'unknown': 1}
FILTER_03028,47230,filtered,filtered,5,True,filtered_closed,delayed_close,hard,0.0,Port filtered (simulated - no probe data),,{}
NONSTD_03898,25474,postgresql,unknown,19.0,False,nonstandard_port,postgresql_on_random,hard,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,5200000008,{'unknown': 1}
PARTIAL_00198_mut_002,3720,unknown,unknown,19.0,True,partial_banner,extreme_truncation_byte_flip,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,3022,{'unknown': 1}
